item_id,feature_1,feature_2,feature_3,feature_4,feature_5
84,0.0027277072390033408,0.00381333448064814,0.0,0.0,0.009930474887171902
85,0.016637309632927547,0.003826098370700317,0.0116878460794151,0.021594710992483425,0.10262882169557104
86,0.0005337920000626334,0.0,0.01031065753883851,0.03355017777865305,0.0915189629737126
87,0.03617330760124633,0.03644437353409227,0.014349928709262551,0.021755923268904267,0.20814716160967622
88,0.09415535672227729,0.09233992641833833,0.02623168987225553,0.002979281880836084,0.2504361049789754
89,0.01638628509562768,0.010560228737107751,0.0678794344340241,0.07756251673145496,0.6745353583526934
90,0.017823479219773307,0.08476305496871378,0.030120563487662864,0.032141231521570675,0.38783405046784836
91,0.0,0.0,0.0,2.5606793947718014,0.0
92,0.023706797639734767,0.03340218392285208,0.06637497878977021,0.0,0.5497242202703019
93,0.0,0.042737057539246594,0.11378940164957745,0.0,1.0475251477910317
94,0.0,0.0,0.0,0.024966183300859278,1.4640314458139367
95,0.0,0.0,0.0,0.07808601685600948,1.20866653127413
96,0.10101450728232873,0.0016131360611230312,0.0,0.0,1.508984370610786
97,0.04078423189960342,0.047526393164507116,0.06648012381389454,0.03633299373156261,0.0619884951807829
98,0.0,0.07476973788891754,0.035511999481905365,0.04420792241149305,0.8591262117334795
99,0.0,0.0,0.0,0.0,2.2970705707828234
100,0.0,0.0932925584927462,1.9603885415830677,0.0,0.000681489403411058
101,0.0,0.0,2.6402736555930595,0.0,0.0
